t_over_theta,p_tau0,impulse_tau0,p_tau0.25,impulse_tau0.25,p_tau1,impulse_tau1,p_tau4,impulse_tau4
2.534000000000e+01,1.497376763043e-11,1.518583037459e+00,2.064132990450e-11,1.518583037453e+00,2.446759350960e-07,1.518582577349e+00,7.337723442779e-03,1.499386512322e+00
2.534500000000e+01,1.489908565281e-11,1.518583037459e+00,2.053838084211e-11,1.518583037454e+00,2.434556087787e-07,1.518582578566e+00,7.301126394430e-03,1.499423017954e+00
2.535000000000e+01,1.482477615310e-11,1.518583037459e+00,2.043594524031e-11,1.518583037454e+00,2.422413688642e-07,1.518582579777e+00,7.264711874621e-03,1.499459341514e+00
2.535500000000e+01,1.475083727358e-11,1.518583037459e+00,2.033402053821e-11,1.518583037454e+00,2.410331849966e-07,1.518582580982e+00,7.228478972987e-03,1.499495483908e+00
2.536000000000e+01,1.467726716575e-11,1.518583037459e+00,2.023260418768e-11,1.518583037454e+00,2.398310269712e-07,1.518582582181e+00,7.192426783704e-03,1.499531446042e+00
2.536500000000e+01,1.460406399037e-11,1.518583037459e+00,2.013169365331e-11,1.518583037454e+00,2.386348647339e-07,1.518582583375e+00,7.156554405465e-03,1.499567228814e+00
2.537000000000e+01,1.453122591734e-11,1.518583037460e+00,2.003128641233e-11,1.518583037454e+00,2.374446683807e-07,1.518582584562e+00,7.120860941459e-03,1.499602833119e+00
2.537500000000e+01,1.445875112572e-11,1.518583037460e+00,1.993137995455e-11,1.518583037454e+00,2.362604081566e-07,1.518582585743e+00,7.085345499348e-03,1.499638259847e+00
2.538000000000e+01,1.438663780364e-11,1.518583037460e+00,1.983197178230e-11,1.518583037454e+00,2.350820544550e-07,1.518582586919e+00,7.050007191243e-03,1.499673509883e+00
2.538500000000e+01,1.431488414824e-11,1.518583037460e+00,1.973305941039e-11,1.518583037454e+00,2.339095778170e-07,1.518582588088e+00,7.014845133685e-03,1.499708584108e+00
2.539000000000e+01,1.424348836570e-11,1.518583037460e+00,1.963464036599e-11,1.518583037454e+00,2.327429489306e-07,1.518582589252e+00,6.979858447620e-03,1.499743483400e+00
2.539500000000e+01,1.417244867111e-11,1.518583037460e+00,1.953671218862e-11,1.518583037455e+00,2.315821386300e-07,1.518582590410e+00,6.945046258381e-03,1.499778208632e+00
2.540000000000e+01,1.410176328847e-11,1.518583037460e+00,1.943927243007e-11,1.518583037455e+00,2.304271178950e-07,1.518582591562e+00,6.910407695659e-03,1.499812760670e+00
2.540500000000e+01,1.403143045065e-11,1.518583037460e+00,1.934231865435e-11,1.518583037455e+00,2.292778578499e-07,1.518582592708e+00,6.875941893490e-03,1.499847140380e+00
2.541000000000e+01,1.396144839932e-11,1.518583037460e+00,1.924584843760e-11,1.518583037455e+00,2.281343297632e-07,1.518582593849e+00,6.841647990226e-03,1.499881348620e+00
2.541500000000e+01,1.389181538493e-11,1.518583037460e+00,1.914985936806e-11,1.518583037455e+00,2.269965050467e-07,1.518582594984e+00,6.807525128519e-03,1.499915386245e+00
2.542000000000e+01,1.382252966664e-11,1.518583037460e+00,1.905434904601e-11,1.518583037455e+00,2.258643552546e-07,1.518582596113e+00,6.773572455294e-03,1.499949254108e+00
2.542500000000e+01,1.375358951232e-11,1.518583037460e+00,1.895931508367e-11,1.518583037455e+00,2.247378520831e-07,1.518582597237e+00,6.739789121733e-03,1.499982953053e+00
2.543000000000e+01,1.368499319845e-11,1.518583037460e+00,1.886475510520e-11,1.518583037455e+00,2.236169673696e-07,1.518582598355e+00,6.706174283252e-03,1.500016483925e+00
2.543500000000e+01,1.361673901013e-11,1.518583037460e+00,1.877066674658e-11,1.518583037455e+00,2.225016730920e-07,1.518582599467e+00,6.672727099477e-03,1.500049847560e+00
2.544000000000e+01,1.354882524099e-11,1.518583037461e+00,1.867704765562e-11,1.518583037455e+00,2.213919413678e-07,1.518582600574e+00,6.639446734226e-03,1.500083044794e+00
2.544500000000e+01,1.348125019318e-11,1.518583037461e+00,1.858389549182e-11,1.518583037455e+00,2.202877444537e-07,1.518582601676e+00,6.606332355490e-03,1.500116076455e+00
2.545000000000e+01,1.341401217734e-11,1.518583037461e+00,1.849120792637e-11,1.518583037456e+00,2.191890547446e-07,1.518582602772e+00,6.573383135407e-03,1.500148943371e+00
2.545500000000e+01,1.334710951249e-11,1.518583037461e+00,1.839898264208e-11,1.518583037456e+00,2.180958447733e-07,1.518582603862e+00,6.540598250245e-03,1.500181646362e+00
2.546000000000e+01,1.328054052608e-11,1.518583037461e+00,1.830721733332e-11,1.518583037456e+00,2.170080872095e-07,1.518582604947e+00,6.507976880380e-03,1.500214186247e+00
2.546500000000e+01,1.321430355387e-11,1.518583037461e+00,1.821590970595e-11,1.518583037456e+00,2.159257548592e-07,1.518582606027e+00,6.475518210275e-03,1.500246563838e+00
2.547000000000e+01,1.314839693994e-11,1.518583037461e+00,1.812505747727e-11,1.518583037456e+00,2.148488206640e-07,1.518582607101e+00,6.443221428463e-03,1.500278779945e+00
2.547500000000e+01,1.308281903662e-11,1.518583037461e+00,1.803465837597e-11,1.518583037456e+00,2.137772577005e-07,1.518582608170e+00,6.411085727523e-03,1.500310835374e+00
2.548000000000e+01,1.301756820446e-11,1.518583037461e+00,1.794471014206e-11,1.518583037456e+00,2.127110391796e-07,1.518582609234e+00,6.379110304059e-03,1.500342730925e+00
2.548500000000e+01,1.295264281218e-11,1.518583037461e+00,1.785521052685e-11,1.518583037456e+00,2.116501384458e-07,1.518582610292e+00,6.347294358685e-03,1.500374467397e+00
2.549000000000e+01,1.288804123664e-11,1.518583037461e+00,1.776615729283e-11,1.518583037456e+00,2.105945289764e-07,1.518582611345e+00,6.315637096001e-03,1.500406045582e+00
2.549500000000e+01,1.282376186281e-11,1.518583037461e+00,1.767754821366e-11,1.518583037456e+00,2.095441843812e-07,1.518582612393e+00,6.284137724574e-03,1.500437466271e+00
2.550000000000e+01,1.275980308369e-11,1.518583037461e+00,1.758938107412e-11,1.518583037456e+00,2.084990784016e-07,1.518582613435e+00,6.252795456916e-03,1.500468730248e+00
2.550500000000e+01,1.269616330031e-11,1.518583037461e+00,1.750165367003e-11,1.518583037457e+00,2.074591849097e-07,1.518582614472e+00,6.221609509471e-03,1.500499838296e+00
2.551000000000e+01,1.263284092168e-11,1.518583037461e+00,1.741436380819e-11,1.518583037457e+00,2.064244779083e-07,1.518582615504e+00,6.190579102587e-03,1.500530791191e+00
2.551500000000e+01,1.256983436473e-11,1.518583037462e+00,1.732750930635e-11,1.518583037457e+00,2.053949315296e-07,1.518582616531e+00,6.159703460504e-03,1.500561589709e+00
2.552000000000e+01,1.250714205429e-11,1.518583037462e+00,1.724108799314e-11,1.518583037457e+00,2.043705200349e-07,1.518582617553e+00,6.128981811328e-03,1.500592234618e+00
2.552500000000e+01,1.244476242305e-11,1.518583037462e+00,1.715509770804e-11,1.518583037457e+00,2.033512178138e-07,1.518582618570e+00,6.098413387016e-03,1.500622726685e+00
2.553000000000e+01,1.238269391153e-11,1.518583037462e+00,1.706953630127e-11,1.518583037457e+00,2.023369993838e-07,1.518582619582e+00,6.067997423357e-03,1.500653066672e+00
2.553500000000e+01,1.232093496799e-11,1.518583037462e+00,1.698440163379e-11,1.518583037457e+00,2.013278393893e-07,1.518582620588e+00,6.037733159949e-03,1.500683255338e+00
